ID_IEK,FamilyTypeName,Mode,Цена,ADSK_Наименование,ADSK_Код изделия,ADSK_Завод-изготовитель,ADSK_Единица измерения,ADSK_Масса_Текст,Длина изделия,Размер,Высота,Ширина,Длина
#504010101075,"IEK_NF_Лоток неперфорированный DEFAULT_L=3000_t=1,2",OS,731.1,"Лоток неперфорированный 80х150х3000-1,2 IEK",CLN10-080-150-120-3,IEK,м,-,3,80х150х3000,80,150,3000
#504010101076,"IEK_NF_Лоток неперфорированный DEFAULT_L=3000_t=1,2",OS,837.12,"Лоток неперфорированный 80х200х3000-1,2 IEK",CLN10-080-200-120-3,IEK,м,-,3,80х200х3000,80,200,3000
#504010101077,"IEK_NF_Лоток неперфорированный DEFAULT_L=3000_t=1,2",OS,1045.55,"Лоток неперфорированный 80х300х3000-1,2 IEK",CLN10-080-300-120-3,IEK,м,-,3,80х300х3000,80,300,3000
#504010101078,"IEK_NF_Лоток неперфорированный DEFAULT_L=3000_t=1,2",OS,1113.32,"Лоток неперфорированный 80х400х3000-1,2 IEK",CLN10-080-400-120-3,IEK,м,-,3,80х400х3000,80,400,3000
#504010101079,"IEK_NF_Лоток неперфорированный DEFAULT_L=3000_t=1,2",OS,849.69,"Лоток неперфорированный 100х100х3000 толщ. 1,2 мм IEK",CLN10-100-100-120-3,IEK,м,-,3,100х100х3000,100,100,3000
#504010101080,"IEK_NF_Лоток неперфорированный DEFAULT_L=3000_t=1,2",OS,864.06,"Лоток неперфорированный 100х150х3000-1,2 IEK",CLN10-100-150-120-3,IEK,м,-,3,100х150х3000,100,150,3000
#504010101081,"IEK_NF_Лоток неперфорированный DEFAULT_L=3000_t=1,2",OS,976.01,"Лоток неперфорированный 100х200х3000-1,2 IEK",CLN10-100-200-120-3,IEK,м,-,3,100х200х3000,100,200,3000
#504010101082,"IEK_NF_Лоток неперфорированный DEFAULT_L=3000_t=1,2",OS,1186.79,"Лоток неперфорированный 100х300х3000-1,2 IEK",CLN10-100-300-120-3,IEK,м,-,3,100х300х3000,100,300,3000
#504010102001,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,564.25,Лоток неперфорированный 50х50х3000 IEK HDZ,CLN10-050-050-3-M-HDZ,IEK,м,-,3,50х50х3000,50,50,3000
#504010102002,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,706.89,Лоток неперфорированный 50х100х3000 IEK HDZ,CLN10-050-100-3-M-HDZ,IEK,м,-,3,50х100х3000,50,100,3000
#504010102003,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,861.94,Лоток неперфорированный 50х150х3000 IEK HDZ,CLN10-050-150-3-M-HDZ,IEK,м,-,3,50х150х3000,50,150,3000
#504010102004,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,1007.25,Лоток неперфорированный 50х200х3000 IEK HDZ,CLN10-050-200-3-M-HDZ,IEK,м,-,3,50х200х3000,50,200,3000
#504010102005,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,1490.84,Лоток неперфорированный 50х300х3000 IEK HDZ,CLN10-050-300-3-M-HDZ,IEK,м,-,3,50х300х3000,50,300,3000
#504010102006,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,1859.36,Лоток неперфорированный 50х400х3000 IEK HDZ,CLN10-050-400-3-M-HDZ,IEK,м,-,3,50х400х300,50,400,300
#504010102007,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,2303.88,Лоток неперфорированный 50х500х3000 IEK HDZ,CLN10-050-500-3-M-HDZ,IEK,м,-,3,50х500х3000,50,500,3000
#504010102008,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,2874.95,Лоток неперфорированный 50х600х3000 HDZ IEK,CLN10-050-600-3-M-HDZ,IEK,м,-,3,50х600х3000,50,600,3000
#504010102009,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,857.34,Лоток неперфорированный 80х80х3000 HDZ IEK,CLN10-080-080-3-M-HDZ,IEK,м,-,3,80х80х3000 ,80,80,3000
#504010102010,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,902.46,Лоток неперфорированный 80х100х3000 IEK HDZ,CLN10-080-100-3-M-HDZ,IEK,м,-,3,80х100х3000,80,100,3000
#504010102011,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,1086.64,Лоток неперфорированный 80х150х3000 IEK HDZ,CLN10-080-150-3-M-HDZ,IEK,м,-,3,80х150х3000,80,150,3000
#504010102012,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,1078.78,Лоток неперфорированный 80х200х3000 IEK HDZ,CLN10-080-200-3-M-HDZ,IEK,м,-,3,80х200х3000,80,200,3000
#504010102013,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,1518.97,Лоток неперфорированный 80х300х3000 IEK HDZ,CLN10-080-300-3-M-HDZ,IEK,м,-,3,80х300х3000,80,300,3000
#504010102014,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,1917.13,Лоток неперфорированный 80х400х3000 IEK HDZ,CLN10-080-400-3-M-HDZ,IEK,м,-,3,80х400х300,80,400,300
#504010102015,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,2471.22,Лоток неперфорированный 80х500х3000 IEK HDZ,CLN10-080-500-3-M-HDZ,IEK,м,-,3,80х500х3000,80,500,3000
#504010102016,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,3259.33,Лоток неперфорированный 80х600х3000 HDZ IEK,CLN10-080-600-3-M-HDZ,IEK,м,-,3,80х600х3000,80,600,3000
#504010102017,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,1244.81,Лоток неперфорированный 100х100х3000 IEK HDZ,CLN10-100-100-3-M-HDZ,IEK,м,-,3,100х100х3000,100,100,3000
#504010102018,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,1428.84,Лоток неперфорированный 100х150х3000 IEK HDZ,CLN10-100-150-3-M-HDZ,IEK,м,-,3,100х150х3000,100,150,3000
#504010102019,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,1584.42,Лоток неперфорированный 100х200х3000 IEK HDZ,CLN10-100-200-3-M-HDZ,IEK,м,-,3,100х200х3000,100,200,3000
#504010102020,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,2134.03,Лоток неперфорированный 100х300х3000 IEK HDZ,CLN10-100-300-3-M-HDZ,IEK,м,-,3,100х300х3000,100,300,3000
#504010102021,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,2664.59,Лоток неперфорированный 100х400х3000 IEK HDZ,CLN10-100-400-3-M-HDZ,IEK,м,-,3,100х400х3000,100,400,3000
#504010102022,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,3000.81,Лоток неперфорированный 100х500х3000 IEK HDZ,CLN10-100-500-3-M-HDZ,IEK,м,-,3,100х500х3000,100,500,3000
#504010102023,IEK_NF_Лоток неперфорированный HDZ_L=3000,HDZ,3957.89,Лоток неперфорированный 100х600х3000 HDZ IEK,CLN10-100-600-3-M-HDZ,IEK,м,-,3,100х600х3000,100,600,3000
#504010102024,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,564.25,Лоток неперфорированный 50х50х2000 HDZ IEK,CLN10-050-050-2-M-HDZ,IEK,м,-,2,50х50х2000,50,50,2000
#504010102025,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,706.9,Лоток неперфорированный 50х100х2000 HDZ IEK,CLN10-050-100-2-M-HDZ,IEK,м,-,2,50х100х2000,50,100,2000
#504010102026,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,861.94,Лоток неперфорированный 50х150х2000 HDZ IEK,CLN10-050-150-2-M-HDZ,IEK,м,-,2,50х150х2000,50,150,2000
#504010102027,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,1007.26,Лоток неперфорированный 50х200х2000 HDZ IEK,CLN10-050-200-2-M-HDZ,IEK,м,-,2,50х200х2000,50,200,2000
#504010102028,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,1490.84,Лоток неперфорированный 50х300х2000 HDZ IEK,CLN10-050-300-2-M-HDZ,IEK,м,-,2,50х300х2000,50,300,2000
#504010102029,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,1859.36,Лоток неперфорированный 50х400х2000 HDZ IEK,CLN10-050-400-2-M-HDZ,IEK,м,-,2,50х400х2000,50,400,2000
#504010102030,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,2303.88,Лоток неперфорированный 50х500х2000 HDZ IEK,CLN10-050-500-2-M-HDZ,IEK,м,-,2,50х500х2000,50,500,2000
#504010102031,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,2874.95,Лоток неперфорированный 50х600х2000 HDZ IEK,CLN10-050-600-2-M-HDZ,IEK,м,-,2,50х600х2000,50,600,2000
#504010102032,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,857.34,Лоток неперфорированный 80х80х2000 HDZ IEK,CLN10-080-080-2-M-HDZ,IEK,м,-,2,80х80х2000 ,80,80,2000
#504010102033,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,902.46,Лоток неперфорированный 80х100х2000 HDZ IEK,CLN10-080-100-2-M-HDZ,IEK,м,-,2,80х100х2000,80,100,2000
#504010102034,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,1086.64,Лоток неперфорированный 80х150х2000 HDZ IEK,CLN10-080-150-2-M-HDZ,IEK,м,-,2,80х150х2000,80,150,2000
#504010102035,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,1225.88,Лоток неперфорированный 80х200х2000 HDZ IEK,CLN10-080-200-2-M-HDZ,IEK,м,-,2,80х200х2000,80,200,2000
#504010102036,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,1518.97,Лоток неперфорированный 80х300х2000 HDZ IEK,CLN10-080-300-2-M-HDZ,IEK,м,-,2,80х300х2000,80,300,2000
#504010102037,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,1917.13,Лоток неперфорированный 80х400х2000 HDZ IEK,CLN10-080-400-2-M-HDZ,IEK,м,-,2,80х400х2000,80,400,2000
#504010102038,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,2471.22,Лоток неперфорированный 80х500х2000 HDZ IEK,CLN10-080-500-2-M-HDZ,IEK,м,-,2,80х500х2000,80,500,2000
#504010102039,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,3259.33,Лоток неперфорированный 80х600х2000 HDZ IEK,CLN10-080-600-2-M-HDZ,IEK,м,-,2,80х600х2000,80,600,2000
#504010102040,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,1244.81,Лоток неперфорированный 100х100х2000 HDZ IEK,CLN10-100-100-2-M-HDZ,IEK,м,-,2,100х100х2000,100,100,2000
#504010102041,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,1428.84,Лоток неперфорированный 100х150х2000 HDZ IEK,CLN10-100-150-2-M-HDZ,IEK,м,-,2,100х150х2000,100,150,2000
#504010102042,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,1584.42,Лоток неперфорированный 100х200х2000 HDZ IEK,CLN10-100-200-2-M-HDZ,IEK,м,-,2,100х200х2000,100,200,2000
#504010102043,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,2134.03,Лоток неперфорированный 100х300х2000 HDZ IEK,CLN10-100-300-2-M-HDZ,IEK,м,-,2,100х300х2000,100,300,2000
#504010102044,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,2664.59,Лоток неперфорированный 100х400х2000 HDZ IEK,CLN10-100-400-2-M-HDZ,IEK,м,-,2,100х400х2000,100,400,2000
#504010102045,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,3000.82,Лоток неперфорированный 100х500х2000 HDZ IEK,CLN10-100-500-2-M-HDZ,IEK,м,-,2,100х500х2000,100,500,2000
#504010102046,IEK_NF_Лоток неперфорированный HDZ_L=2000,HDZ,3482.94,Лоток неперфорированный 100х600х2000 HDZ IEK,CLN10-100-600-2-M-HDZ,IEK,м,-,2,100х600х2000,100,600,2000
#504010102047,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,629.75,"Лоток неперфорированный 50х50х3000-1,0 HDZ IEK",CLN10-050-050-100-3-M-HDZ,IEK,м,-,3,50х50х3000,50,50,3000
#504010102048,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,789.02,"Лоток неперфорированный 50х100х3000-1,0 HDZ IEK",CLN10-050-100-100-3-M-HDZ,IEK,м,-,3,50х100х3000,50,100,3000
#504010102049,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,933.85,"Лоток неперфорированный 50х150х3000-1,0 HDZ IEK",CLN10-050-150-100-3-M-HDZ,IEK,м,-,3,50х150х3000,50,150,3000
#504010102050,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,1091.33,"Лоток неперфорированный 50х200х3000-1,0 HDZ IEK",CLN10-050-200-100-3-M-HDZ,IEK,м,-,3,50х200х3000,50,200,3000
#504010102051,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,1663.59,"Лоток неперфорированный 50х300х3000-1,0 HDZ IEK",CLN10-050-300-100-3-M-HDZ,IEK,м,-,3,50х300х3000,50,300,3000
#504010102052,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,981.69,"Лоток неперфорированный 80х80х3000-1,0 HDZ IEK",CLN10-080-080-100-3-M-HDZ,IEK,м,-,3,80х80х3000,80,80,3000
#504010102053,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,1007.12,"Лоток неперфорированный 80х100х3000-1,0 HDZ IEK",CLN10-080-100-100-3-M-HDZ,IEK,м,-,3,80х100х3000,80,100,3000
#504010102054,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,1212.72,"Лоток неперфорированный 80х150х3000-1,0 HDZ IEK",CLN10-080-150-100-3-M-HDZ,IEK,м,-,3,80х150х3000,80,150,3000
#504010102055,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,1368.12,"Лоток неперфорированный 80х200х3000-1,0 HDZ IEK",CLN10-080-200-100-3-M-HDZ,IEK,м,-,3,80х200х3000,80,200,3000
#504010102056,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,1695.15,"Лоток неперфорированный 80х300х3000-1,0 HDZ IEK",CLN10-080-300-100-3-M-HDZ,IEK,м,-,3,80х300х3000,80,300,3000
#504010102057,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,1389.24,"Лоток неперфорированный 100х100х3000-1,0 HDZ IEK",CLN10-100-100-100-3-M-HDZ,IEK,м,-,3,100х100х3000,100,100,3000
#504010102058,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,1594.6,"Лоток неперфорированный 100х150х3000-1,0 HDZ IEK",CLN10-100-150-100-3-M-HDZ,IEK,м,-,3,100х150х3000,100,150,3000
#504010102059,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,0",HDZ,1768.29,"Лоток неперфорированный 100х200х3000-1,0 HDZ IEK",CLN10-100-200-100-3-M-HDZ,IEK,м,-,3,100х200х3000,100,200,3000
#504010102060,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,664.05,"Лоток неперфорированный 50х50х3000-1,2 HDZ IEK",CLN10-050-050-120-3-M-HDZ,IEK,м,-,3,50х50х3000,50,50,3000
#504010102061,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,831.95,"Лоток неперфорированный 50х100х3000-1,2 HDZ IEK",CLN10-050-100-120-3-M-HDZ,IEK,м,-,3,50х100х3000,50,100,3000
#504010102062,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,984.9,"Лоток неперфорированный 50х150х3000-1,2 HDZ IEK",CLN10-050-150-120-3-M-HDZ,IEK,м,-,3,50х150х3000,50,150,3000
#504010102063,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,1150.88,"Лоток неперфорированный 50х200х3000-1,2 HDZ IEK",CLN10-050-200-120-3-M-HDZ,IEK,м,-,3,50х200х3000,50,200,3000
#504010102064,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,1754.55,"Лоток неперфорированный 50х300х3000-1,2 HDZ IEK",CLN10-050-300-120-3-M-HDZ,IEK,м,-,3,50х300х3000,50,300,3000
#504010102065,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,2188.13,"Лоток неперфорированный 50х400х3000-1,2 HDZ IEK",CLN10-050-400-120-3-M-HDZ,IEK,м,-,3,50х400х3000,50,400,3000
#504010102066,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,1035.24,"Лоток неперфорированный 80х80х3000-1,2 HDZ IEK",CLN10-080-080-120-3-M-HDZ,IEK,м,-,3,80х80х3000,80,80,3000
#504010102067,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,1062.37,"Лоток неперфорированный 80х100х3000-1,2 HDZ IEK",CLN10-080-100-120-3-M-HDZ,IEK,м,-,3,80х100х3000,80,100,3000
#504010102068,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,1278.85,"Лоток неперфорированный 80х150х3000-1,2 HDZ IEK",CLN10-080-150-120-3-M-HDZ,IEK,м,-,3,80х150х3000,80,150,3000
#504010102069,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,1442.79,"Лоток неперфорированный 80х200х3000-1,2 HDZ IEK",CLN10-080-200-120-3-M-HDZ,IEK,м,-,3,80х200х3000,80,200,3000
#504010102070,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,1787.58,"Лоток неперфорированный 80х300х3000-1,2 HDZ IEK",CLN10-080-300-120-3-M-HDZ,IEK,м,-,3,80х300х3000,80,300,3000
#504010102071,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,2256.24,"Лоток неперфорированный 80х400х3000-1,2 HDZ IEK",CLN10-080-400-120-3-M-HDZ,IEK,м,-,3,80х400х3000,80,400,3000
#504010102072,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,1465.12,"Лоток неперфорированный 100х100х3000-1,2 HDZ IEK",CLN10-100-100-120-3-M-HDZ,IEK,м,-,3,100х100х3000,100,100,3000
#504010102073,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,1681.55,"Лоток неперфорированный 100х150х3000-1,2 HDZ IEK",CLN10-100-150-120-3-M-HDZ,IEK,м,-,3,100х150х3000,100,150,3000
#504010102074,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,1864.68,"Лоток неперфорированный 100х200х3000-1,2 HDZ IEK",CLN10-100-200-120-3-M-HDZ,IEK,м,-,3,100х200х3000,100,200,3000
#504010102075,"IEK_NF_Лоток неперфорированный HDZ_L=3000_t=1,2",HDZ,2511.41,"Лоток неперфорированный 100х300х3000-1,2 HDZ IEK",CLN10-100-300-120-3-M-HDZ,IEK,м,-,3,100х300х3000,100,300,3000
#504010103001,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,348.24,Лоток крашенный неперфорированный 35х50х3000 ИЭК,CLNK10-035-050-3,IEK,м,-,3,35х50х3000,35,50,3000
#504010103002,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,626.95,Лоток крашенный неперфорированный 35х150х3000 ИЭК,CLNK10-035-150-3,IEK,м,-,3,35х150х3000,35,150,3000
#504010103003,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,657.15,Лоток крашенный неперфорированный 35х200х3000 ИЭК,CLNK10-035-200-3,IEK,м,-,3,35х200х3000,35,200,3000
#504010103004,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,830.14,Лоток крашенный неперфорированный 35х300х3000 ИЭК,CLNK10-035-300-3,IEK,м,-,3,35х300х3000,35,300,3000
#504010103005,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,357.12,Лоток крашенный неперфорированный 50х50х3000 ИЭК,CLNK10-050-050-3,IEK,м,-,3,50х50х3000,50,50,3000
#504010103006,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,417.96,Лоток крашенный неперфорированный 50х100х3000 ИЭК,CLNK10-050-100-3,IEK,м,-,3,50х100х3000,50,100,3000
#504010103007,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,644.73,Лоток крашенный неперфорированный 50х150х3000 ИЭК,CLNK10-050-150-3,IEK,м,-,3,50х150х3000,50,150,3000
#504010103008,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,675.89,Лоток крашенный неперфорированный 50х200х3000 ИЭК,CLNK10-050-200-3,IEK,м,-,3,50х200х3000,50,200,3000
#504010103009,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,913.52,Лоток крашенный неперфорированный 50х300х3000 ИЭК,CLNK10-050-300-3,IEK,м,-,3,50х300х3000,50,300,3000
#504010103010,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,1264.9,Лоток крашенный неперфорированный 50х400х3000 ИЭК,CLNK10-050-400-3,IEK,м,-,3,50х400х3000,50,400,3000
#504010103011,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,1960.42,Лоток крашенный неперфорированный 50х500х3000 ИЭК,CLNK10-050-500-3,IEK,м,-,3,50х500х3000,50,500,3000
#504010103012,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,780.31,Лоток крашенный неперфорированный 80х100х3000 ИЭК,CLNK10-080-100-3,IEK,м,-,3,80х100х3000,80,100,3000
#504010103013,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,898.22,Лоток крашенный неперфорированный 80х150х3000 ИЭК,CLNK10-080-150-3,IEK,м,-,3,80х150х3000,80,150,3000
#504010103014,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,1020.16,Лоток крашенный неперфорированный 80х200х3000 ИЭК,CLNK10-080-200-3,IEK,м,-,3,80х200х3000,80,200,3000
#504010103015,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,1249.37,Лоток крашенный неперфорированный 80х300х3000 ИЭК,CLNK10-080-300-3,IEK,м,-,3,80х300х3000,80,300,3000
#504010103016,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,1775.29,Лоток крашенный неперфорированный 80х400х3000 ИЭК,CLNK10-080-400-3,IEK,м,-,3,80х400х3000,80,400,3000
#504010103017,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,2195.61,Лоток крашенный неперфорированный 80х500х3000 ИЭК,CLNK10-080-500-3,IEK,м,-,3,80х500х3000,80,500,3000
#504010103018,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,848.31,Лоток крашенный неперфорированный 100х100х3000 ИЭК,CLNK10-100-100-3,IEK,м,-,3,100х100х3000,100,100,3000
#504010103019,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,1111.83,Лоток крашенный неперфорированный 100х150х3000 ИЭК,CLNK10-100-150-3,IEK,м,-,3,100х150х3000,100,150,3000
#504010103020,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,1224.66,Лоток крашенный неперфорированный 100х200х3000 ИЭК,CLNK10-100-200-3,IEK,м,-,3,100х200х3000,100,200,3000
#504010103021,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,1688.53,Лоток крашенный неперфорированный 100х300х3000 ИЭК,CLNK10-100-300-3,IEK,м,-,3,100х300х3000,100,300,3000
#504010103022,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,2378.62,Лоток крашенный неперфорированный 100х400х3000 ИЭК,CLNK10-100-400-3,IEK,м,-,3,100х400х3000,100,400,3000
#504010103023,IEK_NF_Лоток неперфорированный RAL_L=3000,HDZ,2573.24,Лоток крашенный неперфорированный 100х500х3000 ИЭК,CLNK10-100-500-3,IEK,м,-,3,100х500х3000,100,500,3000
#504030300001,IEK_PR_Лоток проволочный INOX,NS,143.19,Лоток проволочный 35х100 INOX,CLWG10-035-100-3-INOX,IEK,м,-,3,35х100х3000,35,100,3000
#504030300002,IEK_PR_Лоток проволочный INOX,NS,204.3675,Лоток проволочный 35х200 INOX,CLWG10-035-200-3-INOX,IEK,м,-,3,35х200х3000,35,200,3000
#504030300003,IEK_PR_Лоток проволочный INOX,NS,304.35,Лоток проволочный 35х300 INOX,CLWG10-035-300-3-INOX,IEK,м,-,3,35х300х3000,35,300,3000
#504030300004,IEK_PR_Лоток проволочный INOX,NS,415.155,Лоток проволочный 35х400 INOX,CLWG10-035-400-3-INOX,IEK,м,-,3,35х400х3000,35,400,3000
#504030300005,IEK_PR_Лоток проволочный INOX,NS,567.3825,Лоток проволочный 35х500 INOX,CLWG10-035-500-3-INOX,IEK,м,-,3,35х500х3000,35,500,3000
#504030300006,IEK_PR_Лоток проволочный INOX,NS,143.19,Лоток проволочный 50х80 INOX,CLWG10-060-060-3-INOX,IEK,м,-,3,50х80х3000,50,80,3000
#504030300007,IEK_PR_Лоток проволочный INOX,NS,191.6325,Лоток проволочный 60х100 INOX,CLWG10-060-100-3-INOX,IEK,м,-,3,60х100х3000,60,100,3000
#504030300008,IEK_PR_Лоток проволочный INOX,NS,225.345,Лоток проволочный 60х150 INOX,CLWG10-060-150-3-INOX,IEK,м,-,3,60х150х3000,60,150,3000
#504030300009,IEK_PR_Лоток проволочный INOX,NS,254.01,Лоток проволочный 60х200 INOX,CLWG10-060-200-3-INOX,IEK,м,-,3,60х200х3000,60,200,3000
#504030300010,IEK_PR_Лоток проволочный INOX,NS,402.78,Лоток проволочный 60х300 INOX,CLWG10-060-300-3-INOX,IEK,м,-,3,60х300х3000,60,300,3000
#504030300011,IEK_PR_Лоток проволочный INOX,NS,500.4,Лоток проволочный 60х400 INOX,CLWG10-060-400-3-INOX,IEK,м,-,3,60х400х3000,60,400,3000
#504030300012,IEK_PR_Лоток проволочный INOX,NS,580.665,Лоток проволочный 60х500 INOX,CLWG10-060-500-3-INOX,IEK,м,-,3,60х500х3000,60,500,3000
#504030300013,IEK_PR_Лоток проволочный INOX,NS,697.1025,Лоток проволочный 85х100 INOX,CLWG10-085-100-3-INOX,IEK,м,-,3,85х100х3000,85,100,3000
#504030300014,IEK_PR_Лоток проволочный INOX,NS,251.31,Лоток проволочный 85х150 INOX,CLWG10-085-150-3-INOX,IEK,м,-,3,85х150х3000,85,150,3000
#504030300015,IEK_PR_Лоток проволочный INOX,NS,272.49,Лоток проволочный 85х200 INOX,CLWG10-085-200-3-INOX,IEK,м,-,3,85х200х3000,85,200,3000
#504030300016,IEK_PR_Лоток проволочный INOX,NS,308.025,Лоток проволочный 85х300 INOX,CLWG10-085-300-3-INOX,IEK,м,-,3,85х300х3000,85,300,3000
#504030300017,IEK_PR_Лоток проволочный INOX,NS,484.8675,Лоток проволочный 85х400 INOX,CLWG10-085-400-3-INOX,IEK,м,-,3,85х400х3000,85,400,3000
#504030300018,IEK_PR_Лоток проволочный INOX,NS,580.1025,Лоток проволочный 85х500 INOX,CLWG10-085-500-3-INOX,IEK,м,-,3,85х500х3000,85,500,3000
#504030300019,IEK_PR_Лоток проволочный INOX,NS,683.91,Лоток проволочный 100х150 INOX,CLWG10-100-150-3-INOX,IEK,м,-,3,100х150х3000,100,150,3000
#504030300020,IEK_PR_Лоток проволочный INOX,NS,782.1825,Лоток проволочный 100х200 INOX,CLWG10-100-200-3-INOX,IEK,м,-,3,100х200х3000,100,200,3000
